participant_id,age,gender,employment_status,city_tier,monthly_income,FL1,FL2,FL3,FL4,FL5,IB1,IB2,IB3,IB4,IB5,SS1,SS2,SS3,SS4,SD1,SD2,SD3,SD4,SD5,BH1,BH2,BH3,BH4,essential_expenses,discretionary_expenses,monthly_savings,debt_payment,total_expenses,savings_rate,expense_to_income_ratio,financial_literacy_score,impulse_buying_score,stress_spending_score,saving_discipline_score,budgeting_habit_score
FB0161,20,Female,Intern,Tier 3,120000.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,44150.0,7855.0,18195.0,0.0,52005.0,0.152,0.433,3.4,1.4,1.75,2.8,1.75
FB0162,19,Female,Intern,Tier 1,98885.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,,3.0,2.0,2.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,54592.0,21060.0,21958.0,7771.0,83423.0,0.222,0.844,3.8,3.8,3.0,2.8,4.0
FB0163,23,Female,Student,Tier 2,99755.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,47314.0,23673.0,14071.0,11194.0,82181.0,0.141,0.824,3.0,4.2,2.25,3.2,1.25
FB0164,34,Female,Freelancer,Tier 3,120000.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,28914.0,12059.0,15064.0,6218.0,47191.0,0.126,0.393,2.6,3.0,2.5,3.2,2.75
FB0165,28,Female,Student,Tier 2,120000.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,33113.0,17493.0,27218.0,6299.0,56905.0,0.227,0.474,3.0,1.6,3.25,3.4,3.25
FB0166,21,Male,Student,Tier 1,120000.0,4.0,4.0,5.0,3.0,5.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,46059.0,13449.0,51984.0,0.0,59508.0,0.433,0.496,4.2,2.0,2.75,5.0,4.0
FB0167,30,Female,Student,Tier 1,120000.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,49218.0,23895.0,545.0,7681.0,80794.0,0.005,0.673,1.6,3.2,3.25,1.6,2.25
FB0168,19,Male,Student,Tier 2,120000.0,2.0,3.0,4.0,4.0,2.0,3.0,,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,40268.0,14900.0,33266.0,10955.0,66123.0,0.277,0.551,3.0,3.5,2.75,3.8,3.5
FB0169,31,Female,Student,Tier 1,120000.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,35552.0,10589.0,22687.0,2510.0,48651.0,0.189,0.405,3.0,2.6,2.75,4.0,2.5
FB0170,25,Male,Student,Tier 2,111504.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,50665.0,22860.0,26895.0,9643.0,83168.0,0.241,0.746,3.6,4.0,4.0,3.6,3.25
FB0171,22,Male,Student,Tier 1,120000.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,44180.0,12690.0,5352.0,5316.0,62186.0,0.045,0.518,2.6,2.8,1.5,1.8,1.5
FB0172,27,Female,Student,Tier 3,77260.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,23993.0,14710.0,16096.0,4374.0,43077.0,0.208,0.558,3.6,4.0,2.75,3.0,3.25
FB0173,34,Male,Student,Tier 1,114833.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,77450.0,9462.0,16376.0,5948.0,92860.0,0.143,0.809,2.8,2.8,2.5,2.0,3.25
FB0174,19,Male,Full-time Employee,Tier 1,120000.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,62879.0,6189.0,22941.0,24.0,69092.0,0.191,0.576,3.2,3.2,1.5,3.0,3.5
FB0175,21,Female,Student,Tier 1,98687.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,32754.0,35646.0,5146.0,13567.0,81967.0,0.052,0.831,1.6,4.8,4.75,2.0,2.5
FB0176,31,Female,Student,Tier 2,120000.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,31781.0,15614.0,13062.0,12495.0,59890.0,0.109,0.499,2.6,3.6,2.75,2.2,2.0
FB0177,31,Male,Intern,Tier 1,120000.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,66564.0,4062.0,27355.0,5694.0,76320.0,0.228,0.636,3.0,3.0,3.0,2.6,2.5
FB0178,27,Female,Intern,Tier 1,108578.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,49716.0,13400.0,47856.0,0.0,63116.0,0.441,0.581,4.4,3.0,1.5,5.0,3.25
FB0179,34,Male,Full-time Employee,Tier 1,120000.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,2.0,3.0,56652.0,8579.0,16317.0,7605.0,72836.0,0.136,0.607,3.0,3.2,1.75,3.2,2.25
FB0180,19,Female,Student,Tier 1,120000.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,61088.0,18541.0,19600.0,4476.0,84105.0,0.163,0.701,2.0,2.6,2.25,2.4,1.25
FB0181,20,Female,Student,Tier 3,106711.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,43044.0,18613.0,25421.0,11459.0,73116.0,0.238,0.685,3.8,4.2,2.25,4.2,2.25
FB0182,21,Female,Full-time Employee,Tier 3,120000.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,44332.0,17945.0,43843.0,4522.0,66799.0,0.365,0.557,4.0,1.8,2.75,3.8,4.5
FB0183,19,Female,Student,Tier 1,120000.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,64757.0,15641.0,16679.0,5501.0,85899.0,0.139,0.716,2.8,3.0,2.5,2.6,1.5
FB0184,29,Male,Student,Tier 2,120000.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,5.0,4.0,62303.0,41879.0,11070.0,20724.0,124906.0,0.092,1.041,3.4,3.6,4.75,2.4,4.0
FB0185,35,Female,Full-time Employee,Tier 2,120000.0,,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,43012.0,8838.0,48032.0,812.0,52662.0,0.4,0.439,3.75,2.8,1.0,4.4,4.5
FB0186,19,Male,Full-time Employee,Tier 1,120000.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,50627.0,9467.0,16030.0,6321.0,66415.0,0.134,0.553,1.4,2.2,4.0,2.8,2.25
FB0187,18,Male,Freelancer,Tier 2,120000.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,42059.0,21765.0,4676.0,2953.0,66777.0,0.039,0.556,2.4,3.2,2.0,1.2,3.0
FB0188,20,Male,Intern,Tier 2,120000.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,4.0,40382.0,31824.0,13248.0,12847.0,85053.0,0.11,0.709,2.8,3.8,4.75,3.0,3.0
FB0189,35,Male,Intern,Tier 1,120000.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,60810.0,8170.0,43213.0,4723.0,73703.0,0.36,0.614,3.8,2.6,3.0,4.2,4.0
FB0190,26,Male,Student,Tier 1,120000.0,3.0,4.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,59498.0,500.0,42003.0,0.0,59998.0,0.35,0.5,3.6,2.0,1.25,4.4,3.25
FB0191,30,Male,Student,Tier 2,120000.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,48207.0,22926.0,24614.0,4404.0,75537.0,0.205,0.629,4.2,2.6,2.25,2.6,3.75
FB0192,20,Female,Full-time Employee,Tier 2,120000.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,36368.0,25470.0,13660.0,8496.0,70334.0,0.114,0.586,3.2,3.6,3.25,3.2,4.5
FB0193,19,Female,Full-time Employee,Tier 1,120000.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,71791.0,19292.0,42377.0,0.0,91083.0,0.353,0.759,4.2,2.4,1.5,3.4,4.25
FB0194,18,Female,Unemployed,Tier 1,120000.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,43047.0,31485.0,217.0,12571.0,87103.0,0.002,0.726,3.4,3.6,3.5,1.8,3.5
FB0195,33,Female,Full-time Employee,Tier 1,120000.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,48220.0,16873.0,18748.0,4122.0,69215.0,0.156,0.577,2.8,2.25,2.75,2.8,4.25
FB0196,24,Female,Student,Tier 1,120000.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,5.0,5.0,4.0,58310.0,25469.0,21300.0,7627.0,91406.0,0.178,0.762,4.0,2.8,3.0,3.0,4.25
FB0197,18,Female,Full-time Employee,Tier 3,120000.0,3.0,3.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,34576.0,9756.0,27022.0,0.0,44332.0,0.225,0.369,3.6,2.0,2.0,2.0,2.75
FB0198,20,Female,Intern,Tier 1,120000.0,3.0,4.0,,2.0,2.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,64841.0,18819.0,31806.0,0.0,83660.0,0.265,0.697,2.75,3.0,1.5,4.2,3.75
FB0199,20,Female,Student,Tier 1,120000.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,55377.0,3596.0,39956.0,0.0,58973.0,0.333,0.491,5.0,1.6,1.25,3.6,4.0
FB0200,18,Female,Student,Tier 3,98079.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,30636.0,19393.0,34753.0,10206.0,60235.0,0.354,0.614,3.8,4.0,3.5,3.4,4.5
FB0201,21,Female,Full-time Employee,Tier 2,120000.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,36360.0,8974.0,46229.0,4056.0,49390.0,0.385,0.412,4.8,3.2,2.0,5.0,3.75
FB0202,29,Male,Student,Tier 1,120000.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,50816.0,2248.0,27451.0,4329.0,57393.0,0.229,0.478,2.8,1.8,1.75,3.2,1.75
FB0203,18,Female,Full-time Employee,Tier 1,120000.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,70379.0,30264.0,8903.0,7891.0,108534.0,0.074,0.904,1.2,2.8,4.75,3.0,1.75
FB0204,20,Female,Intern,Tier 1,120000.0,4.0,5.0,4.0,4.0,4.0,,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,68750.0,15662.0,23240.0,6059.0,90471.0,0.194,0.754,4.2,2.5,3.0,3.4,4.0
FB0205,18,Female,Student,Tier 1,115758.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,42554.0,16931.0,26686.0,4367.0,63852.0,0.231,0.552,3.6,2.4,3.75,2.4,3.0
FB0206,31,Male,Student,Tier 3,120000.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,24963.0,24420.0,0.0,5586.0,54969.0,0.0,0.458,1.2,3.8,2.3333333333333335,1.6,1.25
FB0207,30,Female,Student,Tier 1,88737.0,4.0,4.0,3.0,5.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,44225.0,1062.0,26557.0,0.0,45287.0,0.299,0.51,4.0,2.4,1.5,4.0,3.25
FB0208,20,Female,Student,Tier 1,120000.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,65851.0,14715.0,31446.0,559.0,81125.0,0.262,0.676,3.0,2.2,2.0,2.8,3.0
FB0209,29,Female,Freelancer,Tier 2,120000.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,51160.0,8547.0,27928.0,6201.0,65908.0,0.233,0.549,2.6,2.8,3.5,3.8,1.5
FB0210,31,Female,Student,Tier 2,120000.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,33251.0,14797.0,17374.0,3037.0,51085.0,0.145,0.426,4.4,2.8,3.25,2.6,3.5
FB0211,25,Female,Full-time Employee,Tier 1,120000.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,52309.0,28820.0,7409.0,9699.0,90828.0,0.062,0.757,2.4,3.6,3.5,2.6,2.5
FB0212,25,Female,Student,Tier 3,120000.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,21842.0,4328.0,43366.0,94.0,26264.0,0.361,0.219,3.4,2.0,1.75,3.6,3.25
FB0213,24,Male,Full-time Employee,Tier 3,120000.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,36187.0,12460.0,27364.0,0.0,48647.0,0.228,0.405,4.0,3.0,1.75,3.8,4.25
FB0214,20,Male,Full-time Employee,Tier 1,120000.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,58992.0,19302.0,20688.0,0.0,78294.0,0.172,0.652,3.0,2.6,3.0,3.6,2.25
FB0215,19,Female,Full-time Employee,Tier 1,120000.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,5.0,4.0,5.0,4.0,2.0,2.0,1.0,2.0,3.0,4.0,5.0,4.0,5.0,53151.0,26680.0,10238.0,15937.0,95768.0,0.085,0.798,3.4,2.8,4.5,2.0,4.5
FB0216,23,Male,Student,Tier 1,120000.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,4.0,5.0,4.0,5.0,69023.0,14434.0,17304.0,1624.0,85081.0,0.144,0.709,3.0,2.8,1.25,2.2,4.5
FB0217,23,Male,Intern,Tier 1,120000.0,2.0,2.0,,3.0,2.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,58940.0,32477.0,7193.0,14435.0,105852.0,0.06,0.882,2.25,4.6,4.5,3.4,3.25
FB0218,23,Female,Intern,Tier 2,120000.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,44433.0,20315.0,28318.0,13440.0,78188.0,0.236,0.652,3.4,3.2,4.5,3.6,3.25
FB0219,18,Female,Student,Tier 3,120000.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,37025.0,20444.0,38788.0,10938.0,68407.0,0.323,0.57,3.6,3.2,3.25,4.6,4.0
FB0220,21,Male,Full-time Employee,Tier 2,120000.0,3.0,3.0,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,53027.0,19733.0,10132.0,9717.0,82477.0,0.084,0.687,3.25,4.0,2.0,2.0,1.75
FB0221,20,Male,Student,Tier 1,120000.0,4.0,3.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,30424.0,26195.0,40753.0,9617.0,66236.0,0.34,0.552,4.0,2.8,3.5,5.0,3.5
FB0222,31,Male,Student,Tier 1,120000.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,2.0,45714.0,12045.0,35343.0,7653.0,65412.0,0.295,0.545,3.0,2.8,3.25,5.0,2.25
FB0223,28,Male,Unemployed,Tier 2,75153.0,,3.0,3.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,25490.0,10322.0,17232.0,2151.0,37963.0,0.229,0.505,3.25,3.2,2.0,3.8,4.25
FB0224,27,Other,Freelancer,Tier 1,120000.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,54284.0,18968.0,6898.0,5530.0,78782.0,0.057,0.657,2.8,3.2,2.0,2.2,1.25
FB0225,20,Female,Freelancer,Tier 2,120000.0,3.0,4.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,46756.0,500.0,40435.0,0.0,47256.0,0.337,0.394,3.4,1.2,1.25,3.6,4.0
FB0226,19,Female,Unemployed,Tier 2,69788.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,24922.0,7120.0,16242.0,0.0,32042.0,0.233,0.459,2.4,3.0,1.25,4.0,2.75
FB0227,22,Female,Student,Tier 2,120000.0,2.0,3.0,1.0,3.0,2.0,5.0,4.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,45156.0,27775.0,26019.0,5793.0,78724.0,0.217,0.656,2.2,4.6,3.5,3.8,4.0
FB0228,28,Male,Intern,Tier 1,120000.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,51659.0,10224.0,39048.0,0.0,61883.0,0.325,0.516,3.6,2.0,2.75,4.0,3.5
FB0229,25,Male,Student,Tier 1,120000.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,5.0,5.0,4.0,58070.0,22946.0,14717.0,10517.0,91533.0,0.123,0.763,3.6,4.8,2.0,2.4,4.5
FB0230,25,Female,Student,Tier 2,120000.0,5.0,4.0,4.0,5.0,5.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,45865.0,20106.0,35703.0,4488.0,70459.0,0.298,0.587,4.6,2.4,1.25,3.0,3.5
FB0231,27,Male,Intern,Tier 1,120000.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,45905.0,27912.0,27215.0,8590.0,82407.0,0.227,0.687,2.8,4.0,2.75,3.8,2.25
FB0232,18,Male,Student,Tier 1,120000.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,4.0,5.0,3.0,46261.0,20353.0,16749.0,4249.0,70863.0,0.14,0.591,3.6,3.2,2.0,2.6,3.75
FB0233,20,Female,Student,Tier 3,120000.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,,1.0,53623.0,17290.0,23490.0,3075.0,73988.0,0.196,0.617,2.8,2.0,3.25,2.8,1.6666666666666667
FB0234,26,Female,Student,Tier 1,120000.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,,4.0,3.0,3.0,3.0,2.0,66072.0,22047.0,25127.0,3597.0,91716.0,0.209,0.764,4.2,2.6,4.25,3.5,2.75
FB0235,23,Female,Intern,Tier 2,120000.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,65362.0,20318.0,13369.0,8173.0,93853.0,0.111,0.782,2.6,3.4,2.0,3.0,2.5
FB0236,24,Male,Student,Tier 2,120000.0,1.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,39046.0,23241.0,7421.0,7538.0,69825.0,0.062,0.582,2.2,4.0,4.0,3.0,1.75
FB0237,18,Other,Unemployed,Tier 2,69478.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,5.0,,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,26640.0,19566.0,0.0,7503.0,53709.0,0.0,0.773,1.0,4.4,2.6666666666666665,2.2,2.0
FB0238,24,Female,Intern,Tier 2,120000.0,1.0,2.0,2.0,3.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,45277.0,38889.0,318.0,13306.0,97472.0,0.003,0.812,2.0,4.6,3.75,1.4,2.0
FB0239,24,Male,Full-time Employee,Tier 2,120000.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,40031.0,21254.0,27186.0,9654.0,70939.0,0.227,0.591,4.0,3.6,2.25,3.8,3.25
FB0240,27,Male,Unemployed,Tier 3,100066.0,5.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,29343.0,12652.0,31238.0,7966.0,49961.0,0.312,0.499,4.4,2.4,3.0,4.0,4.5
FB0241,25,Male,Student,Tier 1,108002.0,3.0,3.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,51556.0,3518.0,32496.0,0.0,55074.0,0.301,0.51,3.8,2.0,1.25,4.2,2.75
